Year,LocationName,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,CountyFIPS
2022,17031010201,Health Outcomes,Obesity among adults,%,Crude prevalence,40.8,,,36.9,44.8,6939,5333,POINT (-87.6801484 42.0160077),17031010201,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031020602,Health Outcomes,Obesity among adults,%,Crude prevalence,28.3,,,25.0,31.7,4662,3496,POINT (-87.6936373 42.0013156),17031020602,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031030706,Health Outcomes,Obesity among adults,%,Crude prevalence,27.6,,,24.5,31.0,2933,2675,POINT (-87.6509155 41.9804151),17031030706,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031031900,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.6,,,7.7,9.7,2522,2143,POINT (-87.6701841 41.963374),17031031900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031040100,Health Outcomes,Obesity among adults,%,Crude prevalence,29.5,,,26.1,33.1,3905,3249,POINT (-87.6828856 41.9856223),17031040100,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031040202,Health Outcomes,Obesity among adults,%,Crude prevalence,32.3,,,28.8,35.9,7318,5924,POINT (-87.694096 41.9798549),17031040202,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031040700,Health Outcomes,Depression among adults,%,Crude prevalence,18.7,,,16.3,21.1,3426,2855,POINT (-87.6940682 41.9674314),17031040700,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031040800,Health Outcomes,Obesity among adults,%,Crude prevalence,28.2,,,24.8,31.7,1636,1337,POINT (-87.6918213 41.963974),17031040800,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031050100,Health Outcomes,Obesity among adults,%,Crude prevalence,27.9,,,24.6,31.4,2568,2070,POINT (-87.676373 41.9578451),17031050100,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031051100,Health Outcomes,Obesity among adults,%,Crude prevalence,28.4,,,25.1,32.0,1599,1193,POINT (-87.6808266 41.9413652),17031051100,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031060800,Health Outcomes,Obesity among adults,%,Crude prevalence,25.6,,,22.5,28.9,5295,5027,POINT (-87.6426489 41.953959),17031060800,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031061500,Disability,Vision disability among adults,%,Crude prevalence,2.0,,,1.9,2.2,1797,1568,POINT (-87.6615447 41.9452818),17031061500,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031062600,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.3,,,7.3,9.3,2477,1760,POINT (-87.6709843 41.9359751),17031062600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031062800,Health Outcomes,Obesity among adults,%,Crude prevalence,24.5,,,21.5,27.7,3851,3191,POINT (-87.6612648 41.9361586),17031062800,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031063100,Disability,Vision disability among adults,%,Crude prevalence,1.7,,,1.6,1.9,2376,2169,POINT (-87.6467799 41.9382319),17031063100,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031070101,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.9,,,7.9,9.9,4171,3912,POINT (-87.6323247 41.9295225),17031070101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031070101,Health Outcomes,Obesity among adults,%,Crude prevalence,25.7,,,22.6,28.9,4171,3912,POINT (-87.6323247 41.9295225),17031070101,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031080201,Disability,Vision disability among adults,%,Crude prevalence,2.8,,,2.5,3.0,3375,3214,POINT (-87.6310051 41.9094976),17031080201,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031081700,Health Outcomes,Obesity among adults,%,Crude prevalence,23.8,,,20.8,27.0,5537,5301,POINT (-87.6318316 41.8922185),17031081700,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031110200,Health Outcomes,Obesity among adults,%,Crude prevalence,32.4,,,28.7,36.2,2772,2274,POINT (-87.7734442 41.9800699),17031110200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031150800,Health Outcomes,Obesity among adults,%,Crude prevalence,33.2,,,29.5,37.0,4903,3881,POINT (-87.7521182 41.9497086),17031150800,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031151200,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.6,,,7.7,9.7,3880,3116,POINT (-87.7714953 41.942169),17031151200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031160900,Health Outcomes,Obesity among adults,%,Crude prevalence,29.1,,,25.7,32.6,2410,1956,POINT (-87.7226082 41.9500821),17031160900,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031170700,Health Outcomes,Obesity among adults,%,Crude prevalence,32.4,,,28.8,36.1,3068,2430,POINT (-87.822164 41.9414866),17031170700,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031190300,Health Outcomes,Obesity among adults,%,Crude prevalence,35.7,,,31.9,39.7,5738,4514,POINT (-87.7614635 41.9349864),17031190300,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031190402,Health Outcomes,Depression among adults,%,Crude prevalence,18.3,,,16.0,20.7,5294,4110,POINT (-87.7712318 41.9348596),17031190402,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031191301,Health Outcomes,Obesity among adults,%,Crude prevalence,37.6,,,33.7,41.6,5214,3816,POINT (-87.7802655 41.9201522),17031191301,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031240900,Health Outcomes,Obesity among adults,%,Crude prevalence,32.2,,,28.7,36.0,1122,967,POINT (-87.6986233 41.9048448),17031240900,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031241100,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.0,,,8.0,10.0,3574,3044,POINT (-87.6895801 41.9066403),17031241100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031241500,Health Outcomes,Depression among adults,%,Crude prevalence,20.0,,,17.7,22.6,2954,2598,POINT (-87.6709298 41.908374),17031241500,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031242600,Health Outcomes,Depression among adults,%,Crude prevalence,20.3,,,17.9,23.0,5665,4793,POINT (-87.694197 41.90056),17031242600,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031270500,Health Outcomes,Obesity among adults,%,Crude prevalence,53.2,,,48.8,57.4,1619,1144,POINT (-87.7177932 41.8762402),17031270500,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031271200,Health Outcomes,Obesity among adults,%,Crude prevalence,46.4,,,42.3,50.7,1172,842,POINT (-87.7035621 41.8773597),17031271200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031291600,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.5,10.7,874,689,POINT (-87.6922159 41.8576415),17031291600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031300900,Health Outcomes,Obesity among adults,%,Crude prevalence,41.6,,,37.5,45.8,4553,3272,POINT (-87.7026993 41.8481796),17031300900,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031320101,Health Outcomes,Obesity among adults,%,Crude prevalence,23.8,,,20.9,27.0,9532,8702,POINT (-87.617059 41.8850259),17031320101,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031320600,Health Outcomes,Obesity among adults,%,Crude prevalence,25.0,,,22.0,28.2,6395,6015,POINT (-87.6165962 41.8705542),17031320600,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031350100,Health Outcomes,Obesity among adults,%,Crude prevalence,24.9,,,22.1,27.9,2228,2095,POINT (-87.6079492 41.840259),17031350100,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031380200,Health Outcomes,Obesity among adults,%,Crude prevalence,43.4,,,39.4,47.6,2408,2181,POINT (-87.6149861 41.820574),17031380200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031390700,Health Outcomes,Depression among adults,%,Crude prevalence,14.6,,,12.7,16.5,6532,5798,POINT (-87.5804887 41.8040164),17031390700,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031420400,Health Outcomes,Obesity among adults,%,Crude prevalence,38.0,,,34.1,41.9,1544,1272,POINT (-87.6035584 41.7831699),17031420400,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031421200,Health Outcomes,Obesity among adults,%,Crude prevalence,51.8,,,47.5,56.1,1405,1104,POINT (-87.6089474 41.7706621),17031421200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031430101,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,17.7,,,15.8,19.7,4091,3115,POINT (-87.573953 41.7698532),17031430101,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031440202,Health Outcomes,Obesity among adults,%,Crude prevalence,44.5,,,40.2,48.8,3525,2943,POINT (-87.609762 41.7409599),17031440202,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031480100,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.7,12.3,2001,1699,POINT (-87.5757292 41.735241),17031480100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031490901,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.4,,,12.0,14.9,3403,2726,POINT (-87.6162677 41.6960582),17031490901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031520400,Health Outcomes,Obesity among adults,%,Crude prevalence,39.8,,,35.8,43.9,4055,3003,POINT (-87.5307029 41.703008),17031520400,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031570200,Health Outcomes,Obesity among adults,%,Crude prevalence,33.6,,,30.0,37.4,2096,1561,POINT (-87.7307183 41.8143799),17031570200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031580300,Health Outcomes,Obesity among adults,%,Crude prevalence,35.3,,,31.6,39.2,2577,1936,POINT (-87.708934 41.8251876),17031580300,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031590700,Health Outcomes,Obesity among adults,%,Crude prevalence,31.3,,,27.8,34.9,3027,2282,POINT (-87.6627888 41.8260539),17031590700,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031600600,Health Outcomes,Obesity among adults,%,Crude prevalence,28.5,,,25.2,31.9,2988,2450,POINT (-87.655751 41.8424685),17031600600,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031610400,Health Outcomes,Depression among adults,%,Crude prevalence,17.7,,,15.4,20.0,2029,1413,POINT (-87.6674491 41.8103984),17031610400,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031660500,Disability,Vision disability among adults,%,Crude prevalence,9.2,,,8.5,10.0,5013,3684,POINT (-87.7079271 41.7752461),17031660500,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031660800,Disability,Vision disability among adults,%,Crude prevalence,9.2,,,8.4,10.0,6114,4531,POINT (-87.6932656 41.7736413),17031660800,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031661000,Health Outcomes,Obesity among adults,%,Crude prevalence,45.0,,,40.7,49.2,5756,4328,POINT (-87.6850469 41.7618177),17031661000,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031661100,Health Outcomes,Obesity among adults,%,Crude prevalence,39.4,,,35.4,43.4,6633,4847,POINT (-87.7026636 41.7607864),17031661100,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031670500,Health Outcomes,Obesity among adults,%,Crude prevalence,45.1,,,40.9,49.2,1148,834,POINT (-87.6764044 41.786578),17031670500,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031690400,Health Outcomes,Depression among adults,%,Crude prevalence,17.1,,,14.9,19.4,3363,2544,POINT (-87.6202039 41.769259),17031690400,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031690400,Health Outcomes,Obesity among adults,%,Crude prevalence,45.6,,,41.3,49.7,3363,2544,POINT (-87.6202039 41.769259),17031690400,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031700501,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.3,12.8,6912,5681,POINT (-87.6903423 41.7462133),17031700501,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031700502,Health Outcomes,Depression among adults,%,Crude prevalence,14.1,,,12.3,16.0,2978,2489,POINT (-87.6887683 41.7388522),17031700502,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031711400,Health Outcomes,Obesity among adults,%,Crude prevalence,44.3,,,40.2,48.5,2394,1859,POINT (-87.6521168 41.7336614),17031711400,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031730202,Health Outcomes,Depression among adults,%,Crude prevalence,13.5,,,11.7,15.4,2893,2374,POINT (-87.6485425 41.7264299),17031730202,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031730600,Health Outcomes,Depression among adults,%,Crude prevalence,13.5,,,11.7,15.3,3254,2594,POINT (-87.6504857 41.7106003),17031730600,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031740400,Health Outcomes,Obesity among adults,%,Crude prevalence,31.7,,,28.2,35.5,4695,3617,POINT (-87.7193158 41.6872391),17031740400,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031750600,Health Outcomes,Obesity among adults,%,Crude prevalence,45.1,,,41.0,49.3,3420,2676,POINT (-87.6520493 41.6886312),17031750600,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031760802,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.6,,,10.2,13.1,2374,2015,POINT (-87.842621 41.9561268),17031760802,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031800500,Health Outcomes,Obesity among adults,%,Crude prevalence,27.4,,,24.2,30.9,5133,3483,POINT (-87.7407481 42.1002317),17031800500,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031801701,Health Outcomes,Obesity among adults,%,Crude prevalence,23.9,,,20.9,27.0,3846,2758,POINT (-87.8429419 42.1264867),17031801701,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031802402,Health Outcomes,Depression among adults,%,Crude prevalence,16.5,,,14.4,18.6,5543,4674,POINT (-87.9100992 42.1479523),17031802402,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031803012,Health Outcomes,Obesity among adults,%,Crude prevalence,27.9,,,24.6,31.3,2234,1827,POINT (-87.995232 42.1432824),17031803012,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031803611,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.4,,,8.4,10.6,5698,4377,POINT (-88.018113 42.1481082),17031803611,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031804305,Health Outcomes,Depression among adults,%,Crude prevalence,18.6,,,16.4,21.0,6952,5494,POINT (-88.1603535 42.0376728),17031804305,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031804314,Health Outcomes,Depression among adults,%,Crude prevalence,16.0,,,14.0,18.2,1682,1448,POINT (-88.2040103 42.0377093),17031804314,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031804808,Health Outcomes,Obesity among adults,%,Crude prevalence,29.1,,,25.7,32.7,2596,2011,POINT (-88.100025 42.0220152),17031804808,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031804901,Health Outcomes,Depression among adults,%,Crude prevalence,18.3,,,16.0,20.7,6927,5258,POINT (-87.9322202 42.0594171),17031804901,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031805001,Health Outcomes,Obesity among adults,%,Crude prevalence,27.3,,,24.0,30.7,4985,3819,POINT (-87.9512516 42.0564377),17031805001,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031805111,Health Outcomes,Obesity among adults,%,Crude prevalence,30.9,,,27.4,34.4,7786,6048,POINT (-87.9438078 42.035507),17031805111,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031805701,Health Outcomes,Obesity among adults,%,Crude prevalence,27.8,,,24.5,31.2,5485,4092,POINT (-87.8510299 42.0029705),17031805701,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031806005,Health Outcomes,Depression among adults,%,Crude prevalence,14.9,,,13.0,16.9,3258,2495,POINT (-87.8506827 42.0435347),17031806005,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031808100,Health Outcomes,Depression among adults,%,Crude prevalence,15.7,,,13.7,17.7,4010,3648,POINT (-87.7900018 42.0113034),17031808100,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031808400,Disability,Vision disability among adults,%,Crude prevalence,4.1,,,3.8,4.5,4622,3634,POINT (-87.7938583 42.048738),17031808400,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031809000,Health Outcomes,Obesity among adults,%,Crude prevalence,25.5,,,22.5,28.9,4001,3055,POINT (-87.718914 42.0597569),17031809000,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031810000,Disability,Vision disability among adults,%,Crude prevalence,2.6,,,2.3,2.8,5640,4722,POINT (-87.6693055 42.0247367),17031810000,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031810200,Health Outcomes,Depression among adults,%,Crude prevalence,17.2,,,15.0,19.5,6222,4876,POINT (-87.6833402 42.0228223),17031810200,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031810301,Health Outcomes,Obesity among adults,%,Crude prevalence,34.3,,,30.7,38.0,4105,3228,POINT (-87.7016081 42.0253099),17031810301,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031810501,Health Outcomes,Depression among adults,%,Crude prevalence,19.0,,,16.7,21.4,5293,4315,POINT (-87.8259863 41.9602807),17031810501,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031811701,Disability,Vision disability among adults,%,Crude prevalence,8.5,,,7.8,9.2,3455,2554,POINT (-87.9029938 41.9421289),17031811701,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031811900,Disability,Vision disability among adults,%,Crude prevalence,2.9,,,2.6,3.1,6051,4669,POINT (-87.8189279 41.9008459),17031811900,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031813301,Health Outcomes,Obesity among adults,%,Crude prevalence,42.5,,,38.4,46.6,3634,2473,POINT (-87.7544156 41.8621602),17031813301,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031814700,Health Outcomes,Obesity among adults,%,Crude prevalence,33.8,,,30.1,37.8,5548,4257,POINT (-87.7976272 41.8614519),17031814700,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031814800,Health Outcomes,Obesity among adults,%,Crude prevalence,35.2,,,31.4,39.2,6445,5016,POINT (-87.7983382 41.8494406),17031814800,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031815100,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.9,,,7.9,9.9,4318,3265,POINT (-87.7855812 41.8475102),17031815100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031815300,Health Outcomes,Obesity among adults,%,Crude prevalence,33.6,,,30.0,37.4,3756,2934,POINT (-87.7953526 41.8393764),17031815300,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031816000,Health Outcomes,Obesity among adults,%,Crude prevalence,30.0,,,26.6,33.6,3307,2943,POINT (-87.8163473 41.8763759),17031816000,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031816100,Health Outcomes,Depression among adults,%,Crude prevalence,17.5,,,15.4,19.8,6259,5246,POINT (-87.8183947 41.8615597),17031816100,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031817200,Health Outcomes,Obesity among adults,%,Crude prevalence,44.4,,,40.4,48.6,4821,3557,POINT (-87.8545258 41.8830061),17031817200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031817300,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.2,11.5,2799,1959,POINT (-87.8478481 41.8840812),17031817300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031817500,Disability,Vision disability among adults,%,Crude prevalence,9.9,,,9.1,10.8,3612,2785,POINT (-87.8358233 41.880293),17031817500,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031817900,Health Outcomes,Obesity among adults,%,Crude prevalence,41.1,,,37.0,45.2,5532,4554,POINT (-87.8449998 41.858776),17031817900,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031818402,Health Outcomes,Obesity among adults,%,Crude prevalence,31.4,,,27.9,35.1,3282,2722,POINT (-87.8918596 41.851896),17031818402,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031820800,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.8,,,11.3,14.3,3695,2808,POINT (-87.7735919 41.8072538),17031820800,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031820901,Health Outcomes,Obesity among adults,%,Crude prevalence,32.7,,,29.1,36.5,5582,4340,POINT (-87.7745229 41.7628985),17031820901,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031821001,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.1,,,10.7,13.7,5205,3965,POINT (-87.7913613 41.742172),17031821001,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031821401,Health Outcomes,Obesity among adults,%,Crude prevalence,46.1,,,42.0,50.3,2870,2282,POINT (-87.6578736 41.6662102),17031821401,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031822601,Health Outcomes,Depression among adults,%,Crude prevalence,19.4,,,17.1,21.9,4793,3717,POINT (-87.7538136 41.7089633),17031822601,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031822702,Health Outcomes,Depression among adults,%,Crude prevalence,19.3,,,17.0,21.8,3828,3027,POINT (-87.7305797 41.7056906),17031822702,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031823001,Health Outcomes,Obesity among adults,%,Crude prevalence,33.0,,,29.4,36.8,6624,5143,POINT (-87.7841873 41.7069648),17031823001,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031823500,Health Outcomes,Obesity among adults,%,Crude prevalence,36.5,,,32.7,40.6,4301,3288,POINT (-87.6831791 41.6656032),17031823500,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031823702,Health Outcomes,Obesity among adults,%,Crude prevalence,32.0,,,28.4,35.7,7050,5557,POINT (-87.8320932 41.7109982),17031823702,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031823703,Health Outcomes,Obesity among adults,%,Crude prevalence,34.0,,,30.3,37.8,8659,6397,POINT (-87.808253 41.7188043),17031823703,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031823801,Health Outcomes,Obesity among adults,%,Crude prevalence,27.6,,,24.3,31.1,5873,4887,POINT (-87.8774509 41.6976101),17031823801,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031823903,Health Outcomes,Obesity among adults,%,Crude prevalence,28.7,,,25.3,32.2,4657,3743,POINT (-87.8180974 41.6612104),17031823903,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031824509,Health Outcomes,Obesity among adults,%,Crude prevalence,30.0,,,26.5,33.6,4154,3177,POINT (-87.771806 41.6187892),17031824509,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031824900,Health Outcomes,Obesity among adults,%,Crude prevalence,41.9,,,37.9,46.1,3244,2394,POINT (-87.6977125 41.609502),17031824900,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031825200,Health Outcomes,Obesity among adults,%,Crude prevalence,33.9,,,30.2,37.7,2016,1549,POINT (-87.7301778 41.5969147),17031825200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031825801,Health Outcomes,Depression among adults,%,Crude prevalence,18.3,,,16.0,20.8,3569,2705,POINT (-87.572985 41.6347618),17031825801,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
2022,17031825802,Health Outcomes,Obesity among adults,%,Crude prevalence,42.9,,,38.9,47.0,5862,4525,POINT (-87.5600589 41.6263798),17031825802,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031826000,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.0,,,14.3,17.7,2660,1904,POINT (-87.5324077 41.6239154),17031826000,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031826402,Health Outcomes,Obesity among adults,%,Crude prevalence,46.6,,,42.5,50.7,4728,3633,POINT (-87.5900943 41.6280651),17031826402,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031826901,Health Outcomes,Obesity among adults,%,Crude prevalence,47.5,,,43.4,51.8,1462,1059,POINT (-87.6644797 41.6210473),17031826901,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031826902,Disability,Vision disability among adults,%,Crude prevalence,15.3,,,14.1,16.6,1255,958,POINT (-87.6640081 41.61487),17031826902,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031828300,Disability,Vision disability among adults,%,Crude prevalence,5.2,,,4.8,5.7,3363,2701,POINT (-87.611745 41.5701733),17031828300,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031828801,Health Outcomes,Obesity among adults,%,Crude prevalence,33.4,,,29.8,37.2,5122,3888,POINT (-87.6617452 41.5342762),17031828801,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031829904,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.2,,,12.7,15.9,4168,3680,POINT (-87.7612104 41.5496776),17031829904,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031830006,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.8,12.3,2526,1973,POINT (-87.7262566 41.5004956),17031830006,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,17031
2022,17031830700,Health Outcomes,Obesity among adults,%,Crude prevalence,36.1,,,32.4,40.0,4006,3450,POINT (-87.6607646 41.9583035),17031830700,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031833300,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,6.0,,,5.2,6.7,2912,2589,POINT (-87.6541237 41.8716945),17031833300,HLTHOUT,DIABETES,CrdPrv,Diabetes,17031
2022,17031835000,Disability,Vision disability among adults,%,Crude prevalence,12.7,,,11.7,13.7,6398,4514,POINT (-87.6860492 41.7828495),17031835000,DISABLT,VISION,CrdPrv,Vision Disability,17031
2022,17031835200,Health Outcomes,Obesity among adults,%,Crude prevalence,33.6,,,30.0,37.4,2038,1587,POINT (-87.7452866 41.7966437),17031835200,HLTHOUT,OBESITY,CrdPrv,Obesity,17031
2022,17031836400,Health Outcomes,Depression among adults,%,Crude prevalence,16.7,,,14.6,19.0,3621,2781,POINT (-87.5951761 41.8190118),17031836400,HLTHOUT,DEPRESSION,CrdPrv,Depression,17031
